start_lat,start_long,time_since_last_journey,end_lat,end_long,time_at_current_location
0,0,2021-05-01 00:00:01,53.3197,-6.29075,0
53.3197,-6.29075,2021-05-01 00:00:01,53.3197,-6.29067,7202
53.3197,-6.29067,2021-05-01 02:00:03,53.3197,-6.29081,35999
53.3197,-6.29081,2021-05-01 12:00:02,53.3482,-6.25738,1802
53.3482,-6.25738,2021-05-01 12:30:04,53.3482,-6.25747,16201
53.3482,-6.25747,2021-05-01 17:00:05,53.3469,-6.24764,1797
53.3469,-6.24764,2021-05-01 17:30:02,53.3468,-6.24772,3603
53.3468,-6.24772,2021-05-01 18:30:05,53.3483,-6.29615,1800
53.3483,-6.29615,2021-05-01 19:00:05,53.3435,-6.24778,1800
53.3435,-6.24778,2021-05-01 19:30:05,53.3434,-6.24742,28797
53.3434,-6.24742,2021-05-02 03:30:02,53.3436,-6.2473,28799
53.3436,-6.2473,2021-05-02 11:30:01,53.3404,-6.26151,1811
53.3404,-6.26151,2021-05-02 12:00:12,53.3401,-6.26148,19798
53.3401,-6.26148,2021-05-02 17:30:10,53.3049,-6.22247,1791
53.3049,-6.22247,2021-05-02 18:00:01,53.3041,-6.21511,10801
53.3041,-6.21511,2021-05-02 21:00:02,53.3042,-6.21522,28800
53.3042,-6.21522,2021-05-03 05:00:02,53.3042,-6.21549,28800
53.3042,-6.21549,2021-05-03 13:00:02,53.3041,-6.21524,28799
53.3041,-6.21524,2021-05-03 21:00:01,53.3042,-6.21517,28801
53.3042,-6.21517,2021-05-04 05:00:02,53.3043,-6.21549,28800
53.3043,-6.21549,2021-05-04 13:00:02,53.3042,-6.2152,28800
53.3042,-6.2152,2021-05-04 21:00:02,53.3041,-6.2152,28803
53.3041,-6.2152,2021-05-05 05:00:05,53.3041,-6.21515,28797
53.3041,-6.21515,2021-05-05 13:00:02,53.3041,-6.21519,9000
53.3041,-6.21519,2021-05-05 15:30:02,53.3033,-6.18072,1800
53.3033,-6.18072,2021-05-05 16:00:02,53.3033,-6.18075,28800
53.3033,-6.18075,2021-05-06 00:00:02,53.3033,-6.18069,55800
53.3033,-6.18069,2021-05-06 15:30:02,53.319,-6.21335,1799
53.319,-6.21335,2021-05-06 16:00:01,53.319,-6.21332,12601
53.319,-6.21332,2021-05-07 19:30:02,53.3191,-6.21328,55800
53.3191,-6.21328,2021-05-08 11:00:02,53.348,-6.2568,1804
53.348,-6.2568,2021-05-08 11:30:06,53.3623,-6.23726,5403
53.3623,-6.23726,2021-05-08 13:00:09,53.3622,-6.23726,14393
53.3622,-6.23726,2021-05-08 17:00:02,53.3662,-6.20666,1800
53.3662,-6.20666,2021-05-08 17:30:02,53.3662,-6.20676,10800
53.3662,-6.20676,2021-05-08 20:30:02,53.3633,-6.24374,1800
53.3633,-6.24374,2021-05-08 21:00:02,53.3625,-6.27332,1800
53.3625,-6.27332,2021-05-08 21:30:02,53.3565,-6.23214,26999
53.3565,-6.23214,2021-05-09 05:00:01,53.3567,-6.23174,28806
53.3567,-6.23174,2021-05-09 13:00:07,53.3566,-6.23203,1795
53.3566,-6.23203,2021-05-09 13:30:02,53.3627,-6.25198,1800
53.3627,-6.25198,2021-05-09 14:00:02,53.3626,-6.25184,28800
53.3626,-6.25184,2021-05-09 22:00:02,53.3626,-6.25181,28800
53.3626,-6.25181,2021-05-10 06:00:02,53.3625,-6.25189,5400
53.3625,-6.25189,2021-05-10 07:30:02,53.3884,-6.3688,1800
53.3884,-6.3688,2021-05-10 08:00:02,53.3884,-6.36852,28800
53.3884,-6.36852,2021-05-10 16:00:02,53.3882,-6.3686,1806
53.3882,-6.3686,2021-05-10 16:30:08,53.3626,-6.25183,1794
53.3626,-6.25183,2021-05-10 17:00:02,53.3626,-6.25187,28800
53.3626,-6.25187,2021-05-11 01:00:02,53.3625,-6.25189,23400
53.3625,-6.25189,2021-05-11 07:30:02,53.3883,-6.36861,1803
53.3883,-6.36861,2021-05-11 08:00:05,53.3884,-6.36866,28797
53.3884,-6.36866,2021-05-11 16:00:02,53.3884,-6.36857,1800
53.3884,-6.36857,2021-05-11 16:30:02,53.3636,-6.2579,1799
53.3636,-6.2579,2021-05-11 17:00:01,53.3442,-6.23297,1804
53.3442,-6.23297,2021-05-11 17:30:05,53.3442,-6.23288,1799
53.3442,-6.23288,2021-05-11 18:00:04,53.3636,-6.2579,1798
