start_lat,start_long,time_since_last_journey,end_lat,end_long,time_at_current_location
0,0,2021-05-01 00:00:01,53.3515,-6.26358,0
53.3515,-6.26358,2021-05-01 00:00:01,53.3513,-6.26349,19802
53.3513,-6.26349,2021-05-01 05:30:03,53.3632,-6.23576,10799
53.3632,-6.23576,2021-05-01 08:30:02,53.3632,-6.23593,8999
53.3632,-6.23593,2021-05-01 11:00:01,53.3353,-6.27387,1801
53.3353,-6.27387,2021-05-01 11:30:02,53.3347,-6.27423,1800
53.3347,-6.27423,2021-05-01 12:00:02,53.3305,-6.25176,1802
53.3305,-6.25176,2021-05-01 12:30:04,53.3491,-6.23717,1798
53.3491,-6.23717,2021-05-01 13:00:02,53.3487,-6.23726,3604
53.3487,-6.23726,2021-05-01 14:00:06,53.3079,-6.23682,1799
53.3079,-6.23682,2021-05-01 14:30:05,53.3072,-6.23873,1797
53.3072,-6.23873,2021-05-01 15:00:02,53.3252,-6.25527,10800
53.3252,-6.25527,2021-05-01 18:00:02,53.3189,-6.23116,1803
53.3189,-6.23116,2021-05-01 18:30:05,53.3188,-6.23112,5396
53.3188,-6.23112,2021-05-01 20:00:01,53.3461,-6.26385,1801
53.3461,-6.26385,2021-05-01 20:30:02,53.3468,-6.26319,73800
53.3468,-6.26319,2021-05-02 17:00:02,53.3466,-6.26311,5400
53.3466,-6.26311,2021-05-02 18:30:02,53.3909,-6.39259,3602
53.3909,-6.39259,2021-05-02 19:30:04,53.3908,-6.39253,28804
53.3908,-6.39253,2021-05-03 03:30:08,53.3907,-6.39265,28802
53.3907,-6.39265,2021-05-03 11:30:10,53.3909,-6.39262,28792
53.3909,-6.39262,2021-05-03 19:30:02,53.3907,-6.39237,28800
53.3907,-6.39237,2021-05-04 03:30:02,53.3907,-6.39254,28805
53.3907,-6.39254,2021-05-04 11:30:07,53.3909,-6.39267,28795
53.3909,-6.39267,2021-05-04 19:30:02,53.3908,-6.39228,28811
53.3908,-6.39228,2021-05-05 03:30:13,53.3908,-6.39274,28790
53.3908,-6.39274,2021-05-05 11:30:03,53.391,-6.39239,28799
53.391,-6.39239,2021-05-05 19:30:02,53.3908,-6.39233,28800
53.3908,-6.39233,2021-05-06 03:30:02,53.3906,-6.39385,18000
53.3906,-6.39385,2021-05-06 08:30:02,53.3906,-6.39381,12604
53.3906,-6.39381,2021-05-06 12:00:06,53.3913,-6.39462,5396
53.3913,-6.39462,2021-05-06 13:30:02,53.3916,-6.38397,81000
53.3916,-6.38397,2021-05-07 12:00:02,53.3927,-6.38743,28801
53.3927,-6.38743,2021-05-07 20:00:03,53.3722,-6.38906,14399
53.3722,-6.38906,2021-05-08 00:00:02,53.3722,-6.38909,54006
53.3722,-6.38909,2021-05-08 15:00:08,53.3729,-6.36264,1794
53.3729,-6.36264,2021-05-08 15:30:02,53.3731,-6.36261,7200
53.3731,-6.36261,2021-05-08 17:30:02,53.3263,-6.25612,1800
53.3263,-6.25612,2021-05-08 18:00:02,53.3264,-6.25601,5400
53.3264,-6.25601,2021-05-08 19:30:02,53.3135,-6.24666,1800
53.3135,-6.24666,2021-05-08 20:00:02,53.3135,-6.24671,28800
53.3135,-6.24671,2021-05-09 04:00:02,53.3135,-6.24667,43199
53.3135,-6.24667,2021-05-09 16:00:01,53.3278,-6.23317,1802
53.3278,-6.23317,2021-05-09 16:30:03,53.3276,-6.23508,1804
53.3276,-6.23508,2021-05-09 17:00:07,53.3246,-6.25353,1795
53.3246,-6.25353,2021-05-09 17:30:02,53.3043,-6.21425,12604
53.3043,-6.21425,2021-05-09 21:00:06,53.3041,-6.21405,1796
53.3041,-6.21405,2021-05-09 21:30:02,53.3042,-6.21384,28800
53.3042,-6.21384,2021-05-10 05:30:02,53.3041,-6.214,28800
53.3041,-6.214,2021-05-10 13:30:02,53.3041,-6.21389,12600
53.3041,-6.21389,2021-05-10 17:00:02,53.3032,-6.21669,3600
53.3032,-6.21669,2021-05-10 18:00:02,53.3032,-6.21689,30609
53.3032,-6.21689,2021-05-11 02:30:11,53.3171,-6.21528,14391
53.3171,-6.21528,2021-05-11 06:30:02,53.3171,-6.21537,28799
53.3171,-6.21537,2021-05-11 14:30:01,53.3172,-6.21517,5401
53.3172,-6.21517,2021-05-11 16:00:02,53.3421,-6.22769,1800
53.3421,-6.22769,2021-05-11 16:30:02,53.3421,-6.22774,1799
53.3421,-6.22774,2021-05-11 17:00:01,53.3408,-6.17683,1804
53.3408,-6.17683,2021-05-11 17:30:05,53.3408,-6.17681,3597
53.3408,-6.17681,2021-05-11 18:30:02,53.3496,-6.22918,3603
53.3496,-6.22918,2021-05-11 19:30:05,53.3492,-6.22974,28797
53.3492,-6.22974,2021-05-12 03:30:02,53.3492,-6.22998,9000
53.3492,-6.22998,2021-05-12 06:00:02,53.3489,-6.22909,5400
53.3489,-6.22909,2021-05-12 07:30:02,53.3569,-6.2681,21600
53.3569,-6.2681,2021-05-12 13:30:02,53.3569,-6.26815,3600
53.3569,-6.26815,2021-05-12 14:30:02,53.3494,-6.2321,1800
53.3494,-6.2321,2021-05-12 15:00:02,53.3499,-6.23186,5400
53.3499,-6.23186,2021-05-12 16:30:02,53.3269,-6.26535,1800
