0,0,2021-05-01 00:00:01,53.2797,-6.21297,0
53.2797,-6.21297,2021-05-01 00:00:01,53.2796,-6.21303,12601
53.2796,-6.21303,2021-05-01 03:30:02,53.2795,-6.21306,28800
53.2795,-6.21306,2021-05-01 11:30:02,53.2797,-6.21297,9004
53.2797,-6.21297,2021-05-01 14:00:06,53.2879,-6.24134,7196
53.2879,-6.24134,2021-05-01 16:00:02,53.288,-6.24131,28800
53.288,-6.24131,2021-05-02 00:00:02,53.2877,-6.24138,28800
53.2877,-6.24138,2021-05-02 08:00:02,53.288,-6.24126,5400
53.288,-6.24126,2021-05-02 09:30:02,53.3119,-6.27481,1800
53.3119,-6.27481,2021-05-02 10:00:02,53.3118,-6.27477,16210
53.3118,-6.27477,2021-05-02 14:30:12,53.3122,-6.2743,7190
53.3122,-6.2743,2021-05-02 16:30:02,53.3146,-6.30015,10802
53.3146,-6.30015,2021-05-02 19:30:04,53.3146,-6.30008,10798
53.3146,-6.30008,2021-05-02 22:30:02,53.3121,-6.27441,3602
53.3121,-6.27441,2021-05-02 23:30:04,53.3122,-6.27438,28798
53.3122,-6.27438,2021-05-03 07:30:02,53.3121,-6.27434,27000
53.3121,-6.27434,2021-05-03 15:00:02,53.3399,-6.2614,1804
53.3399,-6.2614,2021-05-03 15:30:06,53.3397,-6.26098,7195
53.3397,-6.26098,2021-05-03 17:30:01,53.3162,-6.23759,1801
53.3162,-6.23759,2021-05-03 18:00:02,53.3163,-6.23768,28800
53.3163,-6.23768,2021-05-04 02:00:02,53.3162,-6.2376,28800
53.3162,-6.2376,2021-05-04 10:00:02,53.3162,-6.23759,28805
53.3162,-6.23759,2021-05-04 18:00:07,53.3162,-6.2376,57595
53.3162,-6.2376,2021-05-05 10:00:02,53.3162,-6.23757,28800
53.3162,-6.23757,2021-05-05 18:00:02,53.3163,-6.23761,28800
53.3163,-6.23761,2021-05-06 02:00:02,53.3162,-6.2376,28800
53.3162,-6.2376,2021-05-06 10:00:02,53.3324,-6.27509,23400
53.3324,-6.27509,2021-05-06 16:30:02,53.3305,-6.26437,7206
53.3305,-6.26437,2021-05-06 18:30:08,53.3248,-6.24056,1794
53.3248,-6.24056,2021-05-06 19:00:02,53.3663,-6.25667,9000
53.3663,-6.25667,2021-05-06 21:30:02,53.3421,-6.24513,27000
53.3421,-6.24513,2021-05-07 05:00:02,53.3421,-6.24495,28800
53.3421,-6.24495,2021-05-07 13:00:02,53.3421,-6.24504,10800
53.3421,-6.24504,2021-05-07 16:00:02,53.3441,-6.24906,3600
53.3441,-6.24906,2021-05-07 17:00:02,53.3442,-6.24941,1800
53.3442,-6.24941,2021-05-07 17:30:02,53.3654,-6.27175,1800
53.3654,-6.27175,2021-05-07 18:00:02,53.3654,-6.27163,28800
53.3654,-6.27163,2021-05-08 02:00:02,53.3654,-6.27159,36006
53.3654,-6.27159,2021-05-08 12:00:08,53.3654,-6.27156,7195
53.3654,-6.27156,2021-05-08 14:00:03,53.3655,-6.27136,28799
53.3655,-6.27136,2021-05-08 22:00:02,53.3654,-6.27155,28800
53.3654,-6.27155,2021-05-09 06:00:02,53.3654,-6.27161,28800
53.3654,-6.27161,2021-05-09 14:00:02,53.3655,-6.2718,28800
53.3655,-6.2718,2021-05-09 22:00:02,53.3436,-6.2748,1805
53.3436,-6.2748,2021-05-09 22:30:07,53.3436,-6.27495,21595
53.3436,-6.27495,2021-05-10 04:30:02,53.3067,-6.21999,1800
53.3067,-6.21999,2021-05-10 05:00:02,53.3067,-6.22002,28800
53.3067,-6.22002,2021-05-10 13:00:02,53.3185,-6.214,9000
53.3185,-6.214,2021-05-10 15:30:02,53.3186,-6.21401,1800
53.3186,-6.21401,2021-05-10 16:00:02,53.3044,-6.2234,82800
53.3044,-6.2234,2021-05-11 15:00:02,53.3185,-6.21393,1800
53.3185,-6.21393,2021-05-11 15:30:02,53.3364,-6.25739,1800
53.3364,-6.25739,2021-05-11 16:00:02,53.3363,-6.25743,3599
53.3363,-6.25743,2021-05-11 17:00:01,53.336,-6.22023,1804
53.336,-6.22023,2021-05-11 17:30:05,53.3365,-6.23684,1799
53.3365,-6.23684,2021-05-11 18:00:04,53.3367,-6.23591,12598
53.3367,-6.23591,2021-05-11 21:30:02,53.3259,-6.2554,57600
53.3259,-6.2554,2021-05-12 13:30:02,53.3477,-6.25546,7200
53.3477,-6.25546,2021-05-12 15:30:02,53.3432,-6.2809,7203
53.3432,-6.2809,2021-05-12 17:30:05,53.3432,-6.28086,10797
53.3432,-6.28086,2021-05-12 20:30:02,53.3436,-6.2384,5400
53.3436,-6.2384,2021-05-12 22:00:02,53.3436,-6.23848,3600
53.3436,-6.23848,2021-05-12 23:00:02,53.3461,-6.27946,12600
53.3461,-6.27946,2021-05-13 02:30:02,53.3465,-6.27913,18007
53.3465,-6.27913,2021-05-13 07:30:09,53.3395,-6.26576,1793
53.3395,-6.26576,2021-05-13 08:00:02,53.3395,-6.26571,5401
53.3395,-6.26571,2021-05-13 09:30:03,53.3457,-6.2589,1799
53.3457,-6.2589,2021-05-13 10:00:02,53.3457,-6.25919,16207
53.3457,-6.25919,2021-05-13 14:30:09,53.3599,-6.27692,17993
53.3599,-6.27692,2021-05-13 19:30:02,53.3601,-6.27701,28800
53.3601,-6.27701,2021-05-14 03:30:02,53.3602,-6.27724,28800
53.3602,-6.27724,2021-05-14 11:30:02,53.3602,-6.27713,19805
53.3602,-6.27713,2021-05-14 17:00:07,53.3633,-6.30404,1799
53.3633,-6.30404,2021-05-14 17:30:06,53.3634,-6.30397,28796
53.3634,-6.30397,2021-05-15 01:30:02,53.3634,-6.30409,28800
53.3634,-6.30409,2021-05-15 09:30:02,53.3631,-6.30477,28799
53.3631,-6.30477,2021-05-15 17:30:01,53.3634,-6.30403,28801
53.3634,-6.30403,2021-05-16 01:30:02,53.3611,-6.28295,18000
53.3611,-6.28295,2021-05-16 06:30:02,53.3611,-6.28304,12600
53.3611,-6.28304,2021-05-16 10:00:02,53.3218,-6.26577,1805
53.3218,-6.26577,2021-05-16 10:30:07,53.3218,-6.26589,7195
53.3218,-6.26589,2021-05-16 12:30:02,53.3451,-6.26622,1803
53.3451,-6.26622,2021-05-16 13:00:05,53.3452,-6.26635,10797
53.3452,-6.26635,2021-05-16 16:00:02,53.3675,-6.25602,1800
53.3675,-6.25602,2021-05-16 16:30:02,53.3678,-6.25604,28799
53.3678,-6.25604,2021-05-17 00:30:01,53.3683,-6.25648,28801
53.3683,-6.25648,2021-05-17 08:30:02,53.3676,-6.25604,23400
53.3676,-6.25604,2021-05-17 15:00:02,53.3449,-6.26379,1801
53.3449,-6.26379,2021-05-17 15:30:03,53.3506,-6.26588,10803
53.3506,-6.26588,2021-05-17 18:30:06,53.3607,-6.24362,1797
53.3607,-6.24362,2021-05-17 19:00:03,53.3608,-6.24336,28798
53.3608,-6.24336,2021-05-18 03:00:01,53.3609,-6.24312,28801
