start_lat,start_long,time_since_last_journey,end_lat,end_long,time_at_current_location
0,0,2021-05-01 00:00:01,53.3942,-6.39474,0
53.3942,-6.39474,2021-05-01 00:00:01,53.3942,-6.39479,39600
53.3942,-6.39479,2021-05-01 11:00:01,53.3477,-6.25868,5403
53.3477,-6.25868,2021-05-01 12:30:04,53.3477,-6.25885,10810
53.3477,-6.25885,2021-05-01 15:30:14,53.3869,-6.37735,3589
53.3869,-6.37735,2021-05-01 16:30:03,53.387,-6.37742,75601
53.387,-6.37742,2021-05-02 13:30:04,53.3908,-6.43001,14406
53.3908,-6.43001,2021-05-02 17:30:10,53.3909,-6.42994,16192
53.3909,-6.42994,2021-05-02 22:00:02,53.3697,-6.34875,10800
53.3697,-6.34875,2021-05-03 01:00:02,53.3697,-6.34864,28800
53.3697,-6.34864,2021-05-03 09:00:02,53.3697,-6.3487,28808
53.3697,-6.3487,2021-05-03 17:00:10,53.3696,-6.34858,28792
53.3696,-6.34858,2021-05-04 01:00:02,53.3699,-6.34848,28800
53.3699,-6.34848,2021-05-04 09:00:02,53.3696,-6.34877,28802
53.3696,-6.34877,2021-05-04 17:00:04,53.3697,-6.34877,28798
53.3697,-6.34877,2021-05-05 01:00:02,53.3697,-6.34875,28800
53.3697,-6.34875,2021-05-05 09:00:02,53.3697,-6.34869,28800
53.3697,-6.34869,2021-05-05 17:00:02,53.3697,-6.3487,66600
53.3697,-6.3487,2021-05-06 11:30:02,53.3483,-6.29619,1804
53.3483,-6.29619,2021-05-06 12:00:06,53.3444,-6.26752,79204
53.3444,-6.26752,2021-05-07 10:00:10,53.3219,-6.26585,3592
53.3219,-6.26585,2021-05-07 11:00:02,53.3324,-6.26476,7200
53.3324,-6.26476,2021-05-07 13:00:02,53.3493,-6.25251,12607
53.3493,-6.25251,2021-05-07 16:30:09,53.3496,-6.25268,3593
53.3496,-6.25268,2021-05-07 17:30:02,53.3495,-6.24975,5400
53.3495,-6.24975,2021-05-07 19:00:02,53.3495,-6.24949,27006
53.3495,-6.24949,2021-05-08 02:30:08,53.3498,-6.25025,30594
53.3498,-6.25025,2021-05-08 11:00:02,53.3498,-6.24964,18000
53.3498,-6.24964,2021-05-08 16:00:02,53.3522,-6.23653,3600
53.3522,-6.23653,2021-05-08 17:00:02,53.3522,-6.23651,7201
53.3522,-6.23651,2021-05-08 19:00:03,53.3522,-6.23647,10799
53.3522,-6.23647,2021-05-08 22:00:02,53.3537,-6.23057,1800
53.3537,-6.23057,2021-05-08 22:30:02,53.3539,-6.2308,28800
53.3539,-6.2308,2021-05-09 06:30:02,53.3423,-6.23696,18005
53.3423,-6.23696,2021-05-09 11:30:07,53.3303,-6.26459,3595
53.3303,-6.26459,2021-05-09 12:30:02,53.3302,-6.26313,3600
53.3302,-6.26313,2021-05-09 13:30:02,53.343,-6.26415,10801
53.343,-6.26415,2021-05-09 16:30:03,53.343,-6.26416,1804
53.343,-6.26416,2021-05-09 17:00:07,53.3464,-6.30548,1795
53.3464,-6.30548,2021-05-09 17:30:02,53.3463,-6.30523,57604
53.3463,-6.30523,2021-05-10 09:30:06,53.3487,-6.26089,10796
53.3487,-6.26089,2021-05-10 12:30:02,53.3491,-6.26089,5400
53.3491,-6.26089,2021-05-10 14:00:02,53.3323,-6.21574,1802
53.3323,-6.21574,2021-05-10 14:30:04,53.3281,-6.22793,16197
53.3281,-6.22793,2021-05-10 19:00:01,53.3281,-6.22789,1801
53.3281,-6.22789,2021-05-10 19:30:02,53.3282,-6.22797,30600
53.3282,-6.22797,2021-05-11 04:00:02,53.3248,-6.24059,12600
53.3248,-6.24059,2021-05-11 07:30:02,53.3248,-6.24051,9000
53.3248,-6.24051,2021-05-11 10:00:02,53.3363,-6.29893,1800
53.3363,-6.29893,2021-05-11 10:30:02,53.3121,-6.27402,1799
53.3121,-6.27402,2021-05-11 11:00:01,53.322,-6.25615,5402
53.322,-6.25615,2021-05-11 12:30:03,53.3219,-6.25631,10799
53.3219,-6.25631,2021-05-11 15:30:02,53.3623,-6.259,5399
53.3623,-6.259,2021-05-11 17:00:01,53.323,-6.26556,1804
53.323,-6.26556,2021-05-11 17:30:05,53.3253,-6.26492,3597
53.3253,-6.26492,2021-05-11 18:30:02,53.3254,-6.26534,7200
53.3254,-6.26534,2021-05-11 20:30:02,53.3271,-6.26479,3600
53.3271,-6.26479,2021-05-11 21:30:02,53.3325,-6.27476,1800
53.3325,-6.27476,2021-05-11 22:00:02,53.3325,-6.2749,28800
53.3325,-6.2749,2021-05-12 06:00:02,53.3073,-6.22255,10802
53.3073,-6.22255,2021-05-12 09:00:04,53.3073,-6.22222,28798
53.3073,-6.22222,2021-05-12 17:00:02,53.3072,-6.22264,1803
53.3072,-6.22264,2021-05-12 17:30:05,53.3042,-6.22193,7197
53.3042,-6.22193,2021-05-12 19:30:02,53.3041,-6.222,1799
53.3041,-6.222,2021-05-12 20:00:01,53.3044,-6.22161,28801
53.3044,-6.22161,2021-05-13 04:00:02,53.304,-6.22203,28801
53.304,-6.22203,2021-05-13 12:00:03,53.2981,-6.1603,1799
53.2981,-6.1603,2021-05-13 12:30:02,53.2981,-6.16031,1800
53.2981,-6.16031,2021-05-13 13:00:02,53.2981,-6.16033,27000
53.2981,-6.16033,2021-05-13 20:30:02,53.2982,-6.16032,64800
53.2982,-6.16032,2021-05-14 14:30:02,53.2928,-6.1301,1800
53.2928,-6.1301,2021-05-14 15:00:02,53.2928,-6.13014,7205
53.2928,-6.13014,2021-05-14 17:00:07,53.3063,-6.21527,1799
53.3063,-6.21527,2021-05-14 17:30:06,53.3063,-6.21526,16196
53.3063,-6.21526,2021-05-14 22:00:02,53.3063,-6.21527,5400
53.3063,-6.21527,2021-05-14 23:30:02,53.3063,-6.21531,28800
53.3063,-6.21531,2021-05-15 07:30:02,53.3063,-6.21527,45000
53.3063,-6.21527,2021-05-15 20:00:02,53.304,-6.21383,1800
53.304,-6.21383,2021-05-15 20:30:02,53.3042,-6.21383,36000
53.3042,-6.21383,2021-05-16 06:30:02,53.304,-6.21705,1800
53.304,-6.21705,2021-05-16 07:00:02,53.3035,-6.2172,10800
53.3035,-6.2172,2021-05-16 10:00:02,53.3032,-6.21695,21600
53.3032,-6.21695,2021-05-16 16:00:02,53.3186,-6.21368,5402
53.3186,-6.21368,2021-05-16 17:30:04,53.3185,-6.21364,10798
53.3185,-6.21364,2021-05-16 20:30:02,53.3719,-6.25281,1799
53.3719,-6.25281,2021-05-16 21:00:01,53.3719,-6.25283,28801
53.3719,-6.25283,2021-05-17 05:00:02,53.3633,-6.25788,23400
53.3633,-6.25788,2021-05-17 11:30:02,53.363,-6.2578,28805
53.363,-6.2578,2021-05-17 19:30:07,53.3633,-6.25792,28795
53.3633,-6.25792,2021-05-18 03:30:02,53.3633,-6.25775,12605
53.3633,-6.25775,2021-05-18 07:00:07,53.3707,-6.20709,1801
53.3707,-6.20709,2021-05-18 07:30:08,53.3708,-6.20705,10794
53.3708,-6.20705,2021-05-18 10:30:02,53.3627,-6.25884,3600
