start_lat,start_long,time_since_last_journey,end_lat,end_long,time_at_current_location
0,0,2021-05-01 00:00:01,53.3245,-6.21099,0
53.3245,-6.21099,2021-05-01 00:00:01,53.3244,-6.21098,9001
53.3244,-6.21098,2021-05-01 02:30:02,53.3247,-6.2113,28800
53.3247,-6.2113,2021-05-01 10:30:02,53.3244,-6.21127,28803
53.3244,-6.21127,2021-05-01 18:30:05,53.3244,-6.21096,28797
53.3244,-6.21096,2021-05-02 02:30:02,53.329,-6.22975,46800
53.329,-6.22975,2021-05-02 15:30:02,53.329,-6.22999,5400
53.329,-6.22999,2021-05-02 17:00:02,53.3247,-6.21097,1808
53.3247,-6.21097,2021-05-02 17:30:10,53.3244,-6.21097,28792
53.3244,-6.21097,2021-05-03 01:30:02,53.3245,-6.21078,28799
53.3245,-6.21078,2021-05-03 09:30:01,53.3244,-6.21101,28800
53.3244,-6.21101,2021-05-03 17:30:01,53.3246,-6.2109,4
53.3246,-6.2109,2021-05-04 17:30:05,53.3244,-6.21098,28797
53.3244,-6.21098,2021-05-05 01:30:02,53.3245,-6.21111,28800
53.3245,-6.21111,2021-05-05 09:30:02,53.3244,-6.21111,28800
53.3244,-6.21111,2021-05-05 17:30:02,53.3245,-6.211,28800
53.3245,-6.211,2021-05-06 01:30:02,53.3244,-6.21109,28800
53.3244,-6.21109,2021-05-06 09:30:02,53.3244,-6.21098,28800
53.3244,-6.21098,2021-05-06 17:30:02,53.3244,-6.21087,28800
53.3244,-6.21087,2021-05-07 01:30:02,53.3246,-6.21055,28800
53.3246,-6.21055,2021-05-07 09:30:02,53.3245,-6.21101,28800
53.3245,-6.21101,2021-05-07 17:30:02,53.3245,-6.211,28800
53.3245,-6.211,2021-05-08 01:30:02,53.3243,-6.21119,28810
53.3243,-6.21119,2021-05-08 09:30:12,53.3246,-6.21127,8996
53.3246,-6.21127,2021-05-08 12:00:08,53.3283,-6.20863,3601
53.3283,-6.20863,2021-05-08 13:00:09,53.3283,-6.20868,14393
53.3283,-6.20868,2021-05-08 17:00:02,53.3323,-6.27437,1800
53.3323,-6.27437,2021-05-08 17:30:02,53.3322,-6.27431,3602
53.3322,-6.27431,2021-05-08 18:30:04,53.3224,-6.2063,1799
53.3224,-6.2063,2021-05-08 19:00:03,53.3224,-6.20633,57602
53.3224,-6.20633,2021-05-09 11:00:05,53.3387,-6.30038,19798
53.3387,-6.30038,2021-05-09 16:30:03,53.3386,-6.30026,28798
53.3386,-6.30026,2021-05-10 00:30:01,53.3386,-6.30011,28801
53.3386,-6.30011,2021-05-10 08:30:02,53.3389,-6.26152,5400
53.3389,-6.26152,2021-05-10 10:00:02,53.3391,-6.26156,28800
53.3391,-6.26156,2021-05-10 18:00:02,53.3391,-6.26144,3599
53.3391,-6.26144,2021-05-10 19:00:01,53.3591,-6.25432,1801
53.3591,-6.25432,2021-05-10 19:30:02,53.3588,-6.25451,32400
53.3588,-6.25451,2021-05-11 04:30:02,53.3589,-6.25433,18000
53.3589,-6.25433,2021-05-11 09:30:02,53.3624,-6.19376,1800
53.3624,-6.19376,2021-05-11 10:00:02,53.3642,-6.19544,10802
53.3642,-6.19544,2021-05-14 13:00:04,53.3642,-6.19537,12598
53.3642,-6.19537,2021-05-14 16:30:02,53.3708,-6.20681,1805
53.3708,-6.20681,2021-05-14 17:00:07,53.3709,-6.20689,28800
53.3709,-6.20689,2021-05-15 01:00:07,53.3708,-6.20687,28795
53.3708,-6.20687,2021-05-15 09:00:02,53.3593,-6.19599,37800
53.3593,-6.19599,2021-05-15 19:30:02,53.3629,-6.1782,9000
53.3629,-6.1782,2021-05-15 22:00:02,53.363,-6.17815,57603
53.363,-6.17815,2021-05-16 14:00:05,53.3629,-6.17816,16197
53.3629,-6.17816,2021-05-16 18:30:02,53.3573,-6.26402,3600
53.3573,-6.26402,2021-05-16 19:30:02,53.3578,-6.26571,10800
53.3578,-6.26571,2021-05-16 22:30:02,53.3584,-6.26462,5406
53.3584,-6.26462,2021-05-17 00:00:08,53.358,-6.26475,28794
53.358,-6.26475,2021-05-17 08:00:02,53.3432,-6.28089,18000
53.3432,-6.28089,2021-05-17 13:00:02,53.3431,-6.28102,28800
53.3431,-6.28102,2021-05-17 21:00:02,53.3432,-6.28075,28802
53.3432,-6.28075,2021-05-18 05:00:04,53.3432,-6.2809,19798
53.3432,-6.2809,2021-05-18 10:30:02,53.3432,-6.26278,1800
