0,0,2021-05-01 00:00:01,53.2928,-6.13005,0
53.2928,-6.13005,2021-05-01 00:00:01,53.2929,-6.1301,19802
53.2929,-6.1301,2021-05-01 05:30:03,53.2909,-6.12827,23409
53.2909,-6.12827,2021-05-02 12:00:12,53.2909,-6.12825,7190
53.2909,-6.12825,2021-05-02 14:00:02,53.291,-6.12832,7200
53.291,-6.12832,2021-05-02 16:00:02,53.2911,-6.12818,28804
53.2911,-6.12818,2021-05-03 00:00:06,53.291,-6.12822,28801
53.291,-6.12822,2021-05-03 08:00:07,53.2909,-6.12828,28795
53.2909,-6.12828,2021-05-03 16:00:02,53.291,-6.12826,28800
53.291,-6.12826,2021-05-04 00:00:02,53.291,-6.12828,57600
53.291,-6.12828,2021-05-04 16:00:02,53.2909,-6.12825,28800
